consolidation_id,group_business_explanation,group_variance_summary,metric_id,metric_name,dashboard_name,metric_similarity_percentage,metric_specific_difference
group_scorecard_actuals_contextual,"These metrics represent various financial actuals (e.g., revenue, closing base) from the masthead scorecard, presented in different contextual views (weekly vs. date range).","The `metric_sql_core` is *identical* for pairs of metrics, but their `metric_name` and `metric_id` suggest different time or aggregation contexts (e.g., 'weekly' vs 'date range'). This indicates that the differentiation is purely at the dashboard filtering or presentation layer, not in the underlying metric definition.",closing_base_3rd_party_actual_weekly_all_mastheads,"Closing Base 3rd Party (Actual) - Weekly, All Mastheads",Commercial Finance Scorecards (Forecast Version),100,"This metric's SQL (`SUM(t0.Closing_Base_3rd_Party)`) is identical to `closing_base_3rd_party_actual_date_range_all_mastheads`. The 'weekly' context is implied by its name and dashboard usage, not by its SQL definition."
group_scorecard_actuals_contextual,"These metrics represent various financial actuals (e.g., revenue, closing base) from the masthead scorecard, presented in different contextual views (weekly vs. date range).","The `metric_sql_core` is *identical* for pairs of metrics, but their `metric_name` and `metric_id` suggest different time or aggregation contexts (e.g., 'weekly' vs 'date range'). This indicates that the differentiation is purely at the dashboard filtering or presentation layer, not in the underlying metric definition.",closing_base_3rd_party_actual_date_range_all_mastheads,"Closing Base 3rd Party (Actual) - Date Range, All Mastheads",Commercial Finance Scorecards (Forecast Version),100,"This metric's SQL (`SUM(t0.Closing_Base_3rd_Party)`) is identical to `closing_base_3rd_party_actual_weekly_all_mastheads`. The 'date range' context is implied by its name and dashboard usage, not by its SQL definition."
group_digital_subscriptions_time_filtered_sums,"These metrics represent key digital subscription figures (e.g., opening base, closing base, earned amount) from the `dt_digital_subscriptions` or `digital_subscriptions` tables, filtered by specific fiscal years and weeks, and sometimes by source or forecast type.","Metrics sum a specific column (e.g., `BudgetOpeningBase`, `EarnedAmount`, `ClosingBase`, `OpeningBase`) conditionally based on hardcoded `fy_year` and `fy_week_of_year` values. Some also include additional `table_union_source` filters or `fy_week_of_year` range checks. The core pattern is `SUM(CASE WHEN <conditions> THEN <column> ELSE 0/NULL END)`.",total_budget_opening_base_fy25_wk36,"Budget Opening Base (FY25, Week 36)",Optimizing Digital Subscriptions Report,90,This metric sums `BudgetOpeningBase` specifically for `fy_year = 2025` and `fy_week_of_year = 36`. It uses a hardcoded year and week filter.
group_digital_subscriptions_time_filtered_sums,"These metrics represent key digital subscription figures (e.g., opening base, closing base, earned amount) from the `dt_digital_subscriptions` or `digital_subscriptions` tables, filtered by specific fiscal years and weeks, and sometimes by source or forecast type.","Metrics sum a specific column (e.g., `BudgetOpeningBase`, `EarnedAmount`, `ClosingBase`, `OpeningBase`) conditionally based on hardcoded `fy_year` and `fy_week_of_year` values. Some also include additional `table_union_source` filters or `fy_week_of_year` range checks. The core pattern is `SUM(CASE WHEN <conditions> THEN <column> ELSE 0/NULL END)`.",total_budget_earned_amount_fy25_wk36,"Budget Earned Amount (FY25, Week 36)",Optimizing Digital Subscriptions Report,90,This metric sums `BudgetEarnedAmount` specifically for `fy_year = 2025` and `fy_week_of_year = 36`. It uses a hardcoded year and week filter.
group_digital_subscriptions_time_filtered_sums,"These metrics represent key digital subscription figures (e.g., opening base, closing base, earned amount) from the `dt_digital_subscriptions` or `digital_subscriptions` tables, filtered by specific fiscal years and weeks, and sometimes by source or forecast type.","Metrics sum a specific column (e.g., `BudgetOpeningBase`, `EarnedAmount`, `ClosingBase`, `OpeningBase`) conditionally based on hardcoded `fy_year` and `fy_week_of_year` values. Some also include additional `table_union_source` filters or `fy_week_of_year` range checks. The core pattern is `SUM(CASE WHEN <conditions> THEN <column> ELSE 0/NULL END)`.",total_closing_base_fy25_wk36_specific_sources,"Closing Base (FY25, Week 36, Specific Sources)",Optimizing Digital Subscriptions Report,85,"This metric sums `ClosingBase` for `fy_year = 2025` and `fy_week_of_year = 36`, additionally filtering by `table_union_source IN ('bmasnap_close', 'SC - CODE Manual APLS', 'SC Manual APLS')`. It includes a specific hardcoded source filter."
group_digital_subscriptions_time_filtered_sums,"These metrics represent key digital subscription figures (e.g., opening base, closing base, earned amount) from the `dt_digital_subscriptions` or `digital_subscriptions` tables, filtered by specific fiscal years and weeks, and sometimes by source or forecast type.","Metrics sum a specific column (e.g., `BudgetOpeningBase`, `EarnedAmount`, `ClosingBase`, `OpeningBase`) conditionally based on hardcoded `fy_year` and `fy_week_of_year` values. Some also include additional `table_union_source` filters or `fy_week_of_year` range checks. The core pattern is `SUM(CASE WHEN <conditions> THEN <column> ELSE 0/NULL END)`.",earned_amount_fy25_w42_digital_non_discontinued,"Earned Amount (FY25, Week 42, Digital, Non-Discontinued)",Digital Subscription Report,85,"This metric sums `EarnedAmount` for `fy_year = 2025`, `fy_week_of_year = 42`, and `table_union_source = 'subsnapfact'`. It uses a hardcoded year, week, and source filter, and returns `NULL` if conditions are not met."
group_digital_subscriptions_time_filtered_sums,"These metrics represent key digital subscription figures (e.g., opening base, closing base, earned amount) from the `dt_digital_subscriptions` or `digital_subscriptions` tables, filtered by specific fiscal years and weeks, and sometimes by source or forecast type.","Metrics sum a specific column (e.g., `BudgetOpeningBase`, `EarnedAmount`, `ClosingBase`, `OpeningBase`) conditionally based on hardcoded `fy_year` and `fy_week_of_year` values. Some also include additional `table_union_source` filters or `fy_week_of_year` range checks. The core pattern is `SUM(CASE WHEN <conditions> THEN <column> ELSE 0/NULL END)`.",earned_amount_fy24_w42_digital_non_discontinued,"Earned Amount (FY24, Week 42, Digital, Non-Discontinued)",Digital Subscription Report,85,"This metric sums `NFEarnedAmount` for `fy_year = 2024`, `fy_week_of_year = 42`, and `table_union_source = 'nfmanualhist'`. It uses a hardcoded year, week, and source filter, and sums a different column (`NFEarnedAmount`) compared to `earned_amount_fy25_w42_digital_non_discontinued`."
group_digital_subscriptions_time_filtered_sums,"These metrics represent key digital subscription figures (e.g., opening base, closing base, earned amount) from the `dt_digital_subscriptions` or `digital_subscriptions` tables, filtered by specific fiscal years and weeks, and sometimes by source or forecast type.","Metrics sum a specific column (e.g., `BudgetOpeningBase`, `EarnedAmount`, `ClosingBase`, `OpeningBase`) conditionally based on hardcoded `fy_year` and `fy_week_of_year` values. Some also include additional `table_union_source` filters or `fy_week_of_year` range checks. The core pattern is `SUM(CASE WHEN <conditions> THEN <column> ELSE 0/NULL END)`.",closing_base_fy2025,Closing Base (FY 2025),optimization,90,This metric sums `ClosingBase` specifically for `fy_year = 2025`. It uses a hardcoded year filter.
group_digital_subscriptions_time_filtered_sums,"These metrics represent key digital subscription figures (e.g., opening base, closing base, earned amount) from the `dt_digital_subscriptions` or `digital_subscriptions` tables, filtered by specific fiscal years and weeks, and sometimes by source or forecast type.","Metrics sum a specific column (e.g., `BudgetOpeningBase`, `EarnedAmount`, `ClosingBase`, `OpeningBase`) conditionally based on hardcoded `fy_year` and `fy_week_of_year` values. Some also include additional `table_union_source` filters or `fy_week_of_year` range checks. The core pattern is `SUM(CASE WHEN <conditions> THEN <column> ELSE 0/NULL END)`.",digital_closing_base_fy25_current_week_filtered_pubs,"Digital Closing Base (FY25, Current Week, Filtered Publications)",Digital Subscriptions Report,85,"This metric sums `ClosingBase` for `fy_year = 2025` and `fy_week_of_year = 43`, additionally filtering by `table_union_source IN ('bmasnap_close', 'SC - CODE Manual APLS', 'SC Manual APLS')`. It uses hardcoded year, week, and specific source filters."
group_expense_by_margin_level,"These metrics calculate total expenses aggregated by different levels of financial margin, allowing for granular cost analysis based on predefined margin classifications.","All metrics sum the `Expense` column, conditionally including values based on a `Margin_Level` being present in a hardcoded list of string values. The lists of `Margin_Level` values vary across metrics, representing cumulative or specific margin levels.",expense_margin_level_1,Expense (Margin Level 1),PACMAN Dashboard - FY25,95,This metric sums `Expense` only when `Margin_Level` is '1'. It represents expenses at the first margin level.
group_expense_by_margin_level,"These metrics calculate total expenses aggregated by different levels of financial margin, allowing for granular cost analysis based on predefined margin classifications.","All metrics sum the `Expense` column, conditionally including values based on a `Margin_Level` being present in a hardcoded list of string values. The lists of `Margin_Level` values vary across metrics, representing cumulative or specific margin levels.",expense_margin_level_1_2,Expense (Margin Level 1 & 2),PACMAN Dashboard - FY25,95,This metric sums `Expense` when `Margin_Level` is '1' or '2'. It represents expenses up to the second margin level.
group_expense_by_margin_level,"These metrics calculate total expenses aggregated by different levels of financial margin, allowing for granular cost analysis based on predefined margin classifications.","All metrics sum the `Expense` column, conditionally including values based on a `Margin_Level` being present in a hardcoded list of string values. The lists of `Margin_Level` values vary across metrics, representing cumulative or specific margin levels.",expense_margin_level_1_2_3,"Expense (Margin Level 1, 2 & 3)",PACMAN Dashboard - FY25,95,"This metric sums `Expense` when `Margin_Level` is '1', '2', or '3'. It represents expenses up to the third margin level."
group_expense_by_margin_level,"These metrics calculate total expenses aggregated by different levels of financial margin, allowing for granular cost analysis based on predefined margin classifications.","All metrics sum the `Expense` column, conditionally including values based on a `Margin_Level` being present in a hardcoded list of string values. The lists of `Margin_Level` values vary across metrics, representing cumulative or specific margin levels.",expense_margin_level_1_2_3_4,"Expense (Margin Level 1, 2, 3 & 4)",PACMAN Dashboard - FY25,95,"This metric sums `Expense` when `Margin_Level` is '1', '2', '3', or '4'. It represents expenses up to the fourth margin level."
group_expense_by_margin_level,"These metrics calculate total expenses aggregated by different levels of financial margin, allowing for granular cost analysis based on predefined margin classifications.","All metrics sum the `Expense` column, conditionally including values based on a `Margin_Level` being present in a hardcoded list of string values. The lists of `Margin_Level` values vary across metrics, representing cumulative or specific margin levels.",expense_margin_level_1_2_3_4_5,"Expense (Margin Level 1, 2, 3, 4 & 5)",PACMAN Dashboard - FY25,95,"This metric sums `Expense` when `Margin_Level` is '1', '2', '3', '4', or '5'. It represents expenses up to the fifth margin level."
group_expense_by_margin_level,"These metrics calculate total expenses aggregated by different levels of financial margin, allowing for granular cost analysis based on predefined margin classifications.","All metrics sum the `Expense` column, conditionally including values based on a `Margin_Level` being present in a hardcoded list of string values. The lists of `Margin_Level` values vary across metrics, representing cumulative or specific margin levels.",expense_margin_level_1_2_3_4_5_6,"Expense (Margin Level 1, 2, 3, 4, 5 & 6)",PACMAN Dashboard - FY25,95,"This metric sums `Expense` when `Margin_Level` is '1', '2', '3', '4', '5', or '6'. It represents expenses up to the sixth margin level."
group_expense_by_margin_level,"These metrics calculate total expenses aggregated by different levels of financial margin, allowing for granular cost analysis based on predefined margin classifications.","All metrics sum the `Expense` column, conditionally including values based on a `Margin_Level` being present in a hardcoded list of string values. The lists of `Margin_Level` values vary across metrics, representing cumulative or specific margin levels.",total_expense_margin_1_or_2,Total Expense (Margin Level 1 or 2),PACMAN AND EXCLUDE LOD,95,This metric sums `Expense` when `Margin_Level` is '1' or '2'. It is functionally identical to `expense_margin_level_1_2` but appears on a different dashboard.
group_gcp_total_cost,"These metrics represent the total cost incurred within GCP, allowing for analysis by various dimensions such as cost component, service, project, or month.","All metrics use the identical `SUM(cost)` aggregation. The differences are implied by their names, suggesting different grouping dimensions applied at the dashboard level, not within the `metric_sql_core`. This indicates a direct duplication of the core metric calculation.",total_cost_by_cost_component,Total Cost by Cost Component,NewsQuery - Cost Tracking,100,"This metric's SQL (`SUM(cost)`) is identical to all other 'Total Cost' metrics in this group. Its name implies grouping by 'cost_component', which is handled by the dashboard's visualization, not the metric's SQL."
group_gcp_total_cost,"These metrics represent the total cost incurred within GCP, allowing for analysis by various dimensions such as cost component, service, project, or month.","All metrics use the identical `SUM(cost)` aggregation. The differences are implied by their names, suggesting different grouping dimensions applied at the dashboard level, not within the `metric_sql_core`. This indicates a direct duplication of the core metric calculation.",total_cost_by_service_and_day_filtered,Total Cost by Service and Day (Filtered),NewsQuery - Cost Tracking,100,"This metric's SQL (`SUM(cost)`) is identical to all other 'Total Cost' metrics in this group. Its name implies grouping by 'service' and 'day' with additional filters, which are handled by the dashboard's visualization, not the metric's SQL."
group_gcp_total_cost,"These metrics represent the total cost incurred within GCP, allowing for analysis by various dimensions such as cost component, service, project, or month.","All metrics use the identical `SUM(cost)` aggregation. The differences are implied by their names, suggesting different grouping dimensions applied at the dashboard level, not within the `metric_sql_core`. This indicates a direct duplication of the core metric calculation.",total_cost_by_project,Total Cost by Project,NewsQuery - Cost Tracking,100,"This metric's SQL (`SUM(cost)`) is identical to all other 'Total Cost' metrics in this group. Its name implies grouping by 'project', which is handled by the dashboard's visualization, not the metric's SQL."
group_gcp_total_cost,"These metrics represent the total cost incurred within GCP, allowing for analysis by various dimensions such as cost component, service, project, or month.","All metrics use the identical `SUM(cost)` aggregation. The differences are implied by their names, suggesting different grouping dimensions applied at the dashboard level, not within the `metric_sql_core`. This indicates a direct duplication of the core metric calculation.",total_cost_by_service,Total Cost by Service,NewsQuery - Cost Tracking,100,"This metric's SQL (`SUM(cost)`) is identical to all other 'Total Cost' metrics in this group. Its name implies grouping by 'service', which is handled by the dashboard's visualization, not the metric's SQL."
group_gcp_total_cost,"These metrics represent the total cost incurred within GCP, allowing for analysis by various dimensions such as cost component, service, project, or month.","All metrics use the identical `SUM(cost)` aggregation. The differences are implied by their names, suggesting different grouping dimensions applied at the dashboard level, not within the `metric_sql_core`. This indicates a direct duplication of the core metric calculation.",total_cost_by_component_project_service,"Total Cost by Cost Component, Project, and Service",NewsQuery - Cost Tracking,100,"This metric's SQL (`SUM(cost)`) is identical to all other 'Total Cost' metrics in this group. Its name implies grouping by 'cost component', 'project', and 'service', which are handled by the dashboard's visualization, not the metric's SQL."
group_gcp_total_cost,"These metrics represent the total cost incurred within GCP, allowing for analysis by various dimensions such as cost component, service, project, or month.","All metrics use the identical `SUM(cost)` aggregation. The differences are implied by their names, suggesting different grouping dimensions applied at the dashboard level, not within the `metric_sql_core`. This indicates a direct duplication of the core metric calculation.",total_cost_by_month,Total Cost by Month,NewsQuery - Cost Tracking,100,"This metric's SQL (`SUM(cost)`) is identical to all other 'Total Cost' metrics in this group. Its name implies grouping by 'month', which is handled by the dashboard's visualization, not the metric's SQL."
group_gross_revenue_filtered,"These metrics represent gross revenue figures, often segmented by fiscal year, revenue type (digital/print), or specific account types (e.g., contra accounts).","Most metrics calculate `SUM(gross_revenue_amount)` with `CASE WHEN` conditions based on `relative_fy_year_offset` or `revenue_type`. One metric (`total_revenue_gross_plus_adjustment`) includes an additional `gross_revenue_ex_adj_amount + adjustment_amount` calculation, making it a slight outlier in terms of calculation.",total_gross_revenue_digital_billed_booked_adpt_std_guaranteed_2024,"Total Gross Revenue (Digital, Billed/Booked, ADPT, STD, Guaranteed, 2024)",Adpoint Line Items for Financial Accounting V2,90,"This metric sums `gross_revenue_amount`. Its name implies specific filters (Digital, Billed/Booked, ADPT, STD, Guaranteed, 2024) which are likely applied externally at the dashboard level, as they are not present in the `metric_sql_core`."
group_gross_revenue_filtered,"These metrics represent gross revenue figures, often segmented by fiscal year, revenue type (digital/print), or specific account types (e.g., contra accounts).","Most metrics calculate `SUM(gross_revenue_amount)` with `CASE WHEN` conditions based on `relative_fy_year_offset` or `revenue_type`. One metric (`total_revenue_gross_plus_adjustment`) includes an additional `gross_revenue_ex_adj_amount + adjustment_amount` calculation, making it a slight outlier in terms of calculation.",current_fy_gross_revenue_sbx_dcp_ia,Current FY Gross Revenue,Independent Agency Report,90,This metric sums `gross_revenue_amount` only when `relative_fy_year_offset` is `0` (current fiscal year). It uses a hardcoded relative fiscal year filter.
group_gross_revenue_filtered,"These metrics represent gross revenue figures, often segmented by fiscal year, revenue type (digital/print), or specific account types (e.g., contra accounts).","Most metrics calculate `SUM(gross_revenue_amount)` with `CASE WHEN` conditions based on `relative_fy_year_offset` or `revenue_type`. One metric (`total_revenue_gross_plus_adjustment`) includes an additional `gross_revenue_ex_adj_amount + adjustment_amount` calculation, making it a slight outlier in terms of calculation.",previous_fy_gross_revenue_sbx_dcp_ia,Previous FY Gross Revenue,Independent Agency Report,90,This metric sums `gross_revenue_amount` only when `relative_fy_year_offset` is `-1` (previous fiscal year). It uses a hardcoded relative fiscal year filter.
group_gross_revenue_filtered,"These metrics represent gross revenue figures, often segmented by fiscal year, revenue type (digital/print), or specific account types (e.g., contra accounts).","Most metrics calculate `SUM(gross_revenue_amount)` with `CASE WHEN` conditions based on `relative_fy_year_offset` or `revenue_type`. One metric (`total_revenue_gross_plus_adjustment`) includes an additional `gross_revenue_ex_adj_amount + adjustment_amount` calculation, making it a slight outlier in terms of calculation.",current_fy_gross_revenue,Current FY Gross Revenue,Streaming Performance FY26,90,"This metric sums `gross_revenue_amount` only when `relative_fy_year_offset` is `0` (current fiscal year), casting to BIGNUMERIC. It is functionally similar to `current_fy_gross_revenue_sbx_dcp_ia` but from a different table and with explicit casting."
