dashboard_id,dashboard_name,primary_data_sources,business_domain,complexity_score,consolidation_score,total_metrics_identified,date_grain,data_grain,key_dimensions,date_range_detected,hardcoded_dates_found,hardcoded_values_found,governance_opportunities,response_id,data_sources_list,data_sources_count,hardcoded_dates_count,hardcoded_values_count,governance_opportunities_count
4d8074b2-17a8-48ba-babe-c536359b1f64,Final_Draft Adsales Performance Dashboard - FY25 20241127,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,sales,8,6,18,mixed,transactional,"['financial_year', 'financial_quarter', 'financial_short_month', 'revenue_type', 'sales_segment_l_2_name_sync', 'product_group', 'unified_publication_name', 'relative_fy_year_offset', 'relative_fy_month_offset']","Data spans multiple financial years (current, previous, next) relative to a hardcoded reference date of 2025-01-06.",['06/01/2025'],"[""'DOUBLECLICK'"", ""'Jul'"", ""'Aug'"", ""'Sep'"", ""'Oct'"", ""'Nov'"", ""'Dec'"", ""'Jan'"", ""'Feb'"", ""'Mar'"", ""'Apr'"", ""'May'"", ""'Jun'"", ""'N'"", '0 (relative_fy_week_offset)', '-1 (relative_fy_year_offset)', '0 (relative_fy_year_offset)', '1 (relative_fy_year_offset)', ""'DIGITAL'"", ""'Digital Other'"", '7 (divisor)', '1000 (divisor)', ""'Y'"", ""'XTEND'""]","['Dates should be parameterized or use relative date functions (e.g., CURRENT_DATE()).', 'Month names and their sorting order should be managed via a lookup table.', ""Categorical values like 'DOUBLECLICK', 'DIGITAL', 'Digital Other', 'XTEND' should be managed via reference tables."", 'Offset values (-1, 0, 1) for financial years/weeks should be clearly defined and potentially parameterized.', ""Division by 1000 for 'K' (thousands) values could be a standardized function or view.""]",10,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],1,1,24,5
1a5f7b4e-ea3a-46e4-8b77-b428f4178510,Team Sales Performance,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly;ncau-data-newsquery-prd.prstn_advertising_views.v_user_dim,sales,8,6,10,mixed,transactional,"['sales_group', 'advertiser_parent', 'financial_year', 'revenue_type', 'fin_adtype_name', 'sales_segment_l_2_name_sync', 'gsd']","Last FY, Current FY, Next FY (relative to current date)",['02/01/2025'],"[""'DOUBLECLICK'"", ""'Client'"", ""'XTEND'"", ""'BILLED'"", ""'BOOKED'"", ""'ROP COMPOSITE'"", ""'MEDIUM RARE CONTENT AGENCY'"", ""'SUDDENLY%'"", ""account_number IN ('17114', '29172', '52809')"", ""'Ian Paterson'"", ""'DIGITAL'"", ""'Digital Other'"", ""'MRCA'"", ""sales_segment_l_2_name_sync IN ('CONSORTIUM NSW', 'KEY ACCOUNTS NSW RETAIL', 'DIRECT NSW', 'INDEPENDENT AGENCIES NSW', 'PRESTIGE')"", ""'PLUTO'"", ""'$'"", ""'$\\'000'""]","['dates should be parameterised or use relative functions', 'lookup values for revenue transaction status, style name, publishing division, ad types, revenue types, sales segments should be managed in reference tables', 'business rules for sales group and GM assignment should be externalized or managed in a dimension table', ""the '$/1000' logic is inconsistently applied due to hardcoded string comparisons and should be reviewed for accuracy and standardization""]",11,"['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly', 'ncau-data-newsquery-prd.prstn_advertising_views.v_user_dim']",2,1,17,4
c560ed20-040d-4c6a-9c3f-ec8bce27d132,Xtend Details,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client,advertising,6,7,10,monthly,transactional,"['financial_year', 'calendar_year', 'calendar_month', 'publication_name', 'advertiser_name', 'advertiser_group', 'booking_number', 'revenue_type', 'source_unified_publication_name', 'revenue_transaction_status', 'source_publishing_division', 'revenue_group_subtype']","2022 to 2025 (Calendar Year), 202x (Financial Year)","['202', '2022', '2024', '2025']","[""'Medium Rare Content Agency'"", ""'Billed'"", ""'Booked'"", ""'Digital'"", ""'Print'"", ""'INTERNAL PUIG Oceania'"", ""'PUIG Oceania'"", ""'Greyhound Racing Victoria'""]","['financial_year and calendar_year should be parameterised or use relative date functions', 'source_publishing_division, revenue_transaction_status, revenue_group_subtype, and advertiser_name should use governed reference tables or parameters']",12,['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client'],1,4,8,2
bb49fa78-5abe-4e68-a9c1-8172a832e724,optimization,ncau-data-newsquery-prd.sbx_fda_corefin.dt_digital_subscriptions,finance,8,6,7,weekly,aggregate,"['masthead_group', 'finance_recognition', 'fy_year', 'fy_week_of_year', 'fy_month_of_year', 'fy_quarter_of_year']","Calculations are based on a specific 'current' date (26/03/2025 or 25/03/2025) and a baseline (03/07/2024). The underlying data likely covers a broader range, but the queries focus on a single point in time.","['26/03/2025', '25/03/2025', '03/07/2024']","[""'Discontinued'"", ""'Digital Recognition'"", '2025', '1', '2', '3', '4', '5', '10', '14', '18', '23', '27', '31', '36', '40', '44', '49', '13', '26', '39', '53', ""'Week to Date & Budget View'"", ""'Week to Date & Forecast View'"", ""'Week to Date & Year on Year View'"", ""'Week to Date & NY Budget View'"", ""'Month to Date & Budget View'"", ""'Month to Date & Forecast View'"", ""'Month to Date & NY Budget View'"", ""'Quarter to Date & Budget View'"", ""'Quarter to Date & Forecast View'"", ""'Quarter to Date & Year on Year View'"", ""'Quarter to Date & NY Budget View'"", ""'Year to Date & Budget View'"", ""'Year to Date & Forecast View'"", ""'Year to Date & Year on Year View'"", ""'Year to Date & NY Budget View'""]","['dates should be parameterised', 'fiscal calendar mappings should be in a lookup table', 'view type strings should be defined centrally']",13,['ncau-data-newsquery-prd.sbx_fda_corefin.dt_digital_subscriptions'],1,3,37,3
b15d856f-e3ce-4991-bf2a-92395390524f,Programmatic Rolling 60 Day Overview_NQ Data,ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view,advertising,6,3,4,daily,transactional,"['ProductType', 'TransactionType', 'TransactionCategory']",Rolling 60 days from Current,[],"[""'Guaranteed'"", ""'Deal'"", ""'Open Auction'"", ""'pmp'"", ""'PG - CPM'"", ""'AG'"", ""'PMP_DEAL'"", ""'RTB'"", ""'PG - CPD'"", ""'Unknown'"", ""'UFR'""]",['TransactionType categorization should be externalized to a lookup table.'],14,['ncau-data-newsquery-prd.prstn_advertising.programmatic_60_day_view'],1,0,11,1
d3bcf796-2396-4a6f-b0a3-da0b7f299a58,Publisher and Product Performance Dashboard - FY25 v2,ncau-data-newsquery-prd.asl_finance_derived.adsales_performance,advertising,2,8,4,weekly,aggregate,"['financial_week', 'advertiser_group', 'fin_adtype_name', 'product_group']",Current (based on financial_week),[],"[""'Commercial Content'"", ""'Free News & Lifestyle'"", ""'State & Communities'"", ""'The Australian & Prestige'"", ""'Unknown'"", ""''""]","['Product group names should be managed in a governed reference table and joined, rather than hardcoded in queries.']",15,['ncau-data-newsquery-prd.asl_finance_derived.adsales_performance'],1,0,6,1
f353b933-30eb-4853-9976-d35371db7d7,Month End Reporting Reconcilation,ncau-data-newsquery-prd.sbx_fda_corefin.dv_gl_reconciliation,finance,3,10,2,monthly,aggregate,['month_name'],Not explicitly filtered in SQL (likely 'All Time' or controlled by Looker Studio UI),[],[],"[""The metric 'sum_of_fiscal_month_numbers' appears unusual for a reconciliation report and might indicate a misconfigured calculation or a placeholder. Review its business purpose and ensure the correct column is being summed.""]",16,['ncau-data-newsquery-prd.sbx_fda_corefin.dv_gl_reconciliation'],1,0,0,1
77c68c35-20ce-477a-b216-0c781d43a8ca,Cecile - Adsales Adhoc Analysis,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client;ncau-data-newsquery-prd.prstn_finance_persisted.finance_operating_statement,advertising,6,3,8,mixed,transactional,"['financial_year', 'financial_week', 'source_system_code', 'revenue_transaction_status', 'source_publishing_division', 'invoice_number', 'fiscal_week_id', 'os_level_5', 'unified_publication_gl_code', 'data_load_datetime']",FY2025 (Financial Year) & FW202548-FW202551 (Fiscal Weeks),"['2025', '202548', '202549', '202550', '202551']","['Booked', 'Billed', 'Medium Rare Content Agency', '-1', 'PLUTO', 'CPQ', 'ADPT', '9707', '9655', '9658']","['Financial years and fiscal weeks should be parameterised or derived from a date dimension table.', 'Revenue transaction statuses, publishing divisions, source system codes, and GL codes should be managed via governed reference tables instead of hardcoded values.']",17,"['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client', 'ncau-data-newsquery-prd.prstn_finance_persisted.finance_operating_statement']",2,5,10,2
6a26c78f-0070-4fb3-88b8-691ee4a4485a,Circ Budget Revenue Weekly Report,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_period_control;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_gl_department;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_rel_timeperiod_weekly,finance,8,5,18,weekly,aggregate,"['fiscal_week_id', 'fy_quarter_of_year', 'publication_name_standardized', 'publication_state_region', 'os_level_8', 'sales_channel_group', 'day_of_week_category', 'publication_group']",FY2025 (Fiscal Year 2025) and relative fiscal weeks/months,"['15/04/2025', '03/07/2024']","[""'CIRCULATION'"", ""'Free News & Lifestyle'"", ""'Food'"", ""'Prestige'"", ""'FY2025'"", ""'DTI Free Copies'"", ""'Retail'"", ""'YTD'"", ""'PNG'"", ""'6 Day Pubs'"", ""'M-F'"", ""'SAT'"", ""'Sun'"", ""'ALL SALES CHANNELS'"", ""'The Sportsman'"", ""'Weekly Times'"", ""'The Courier Mail'"", ""'The Australian'"", ""'Mercury and Sunday Tas'"", ""'NT News & Sunday Territorian'"", ""'Other'"", ""'The Advertiser'"", ""'The Daily Telegraph'"", ""'The Herald Sun'"", ""'Convenience Stores / Service Stations'"", ""'Newsagencies'"", ""'Supermarkets'"", ""'Subscriptions'"", ""'Unspec Channel'"", ""'Alternative Channels'"", ""'CP'"", ""'PY'"", ""'1'"", ""'2'"", ""'3'"", ""'4'"", ""'5'"", ""'6'"", ""'7'"", ""'9'""]","['Dates should be parameterized or use relative date functions (e.g., CURRENT_DATE())', ""Fiscal year 'FY2025' should be parameterized"", 'Publication names, sales channels, and day of week categories should use governed lookup tables instead of hardcoded CASE statements', ""The numeric literals '1', '2', '3' used for period selection should be replaced by a clear parameter or configuration""]",18,"['ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_period_control', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_gl_department', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_rel_timeperiod_weekly']",6,2,40,4
2104a3f5-9424-4087-a928-e67fecae789a,Circulation Performance Dashboard_dev_20250415,ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_period_control;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_gl_department;ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_rel_timeperiod_weekly,finance,8,5,15,mixed,aggregate,"['publication_name', 'os_level_7', 'fy_year_week_number', 'fy_month_of_year', 'day_of_week', 'fy_year', 'publication_category_level_1', 'publication_type']",FY2025 (with specific week filters),"['03/07/2024', '23/06/2025', '04/06/2025']","[""'CIRCULATION'"", ""'FY2025'"", ""'Free News & Lifestyle'"", ""'Food'"", ""'Prestige'"", ""'All Sales Channels'"", ""'Weekly Times'"", ""'Sunshine Coast'"", ""'Mackay'"", ""'NT News'"", ""'Sunday Territorian'"", ""'Advertiser'"", ""'Post Courier'"", ""'PNG'"", ""'The Daily Telegraph'"", ""'The Sunday Telegraph'"", ""'Herald Sun'"", ""'Sunday Herald Sun'"", ""'Sunday Tasmanian'"", ""'Mercury'"", ""'The Sportsman'"", ""'The Courier Mail'"", ""'The Australian'"", ""'6 Day Pubs'"", ""'Mercury and Sunday Tas'"", ""'NT News & Sunday Territorian'"", ""'Other'"", ""'The Advertiser'"", ""'The Courier Mail'"", ""'The Daily Telegraph'"", ""'The Herald Sun'"", ""'Geelong Advertiser'"", ""'Sydney Suburbans'"", ""'Toowoomba'"", ""'Townsville Bulletin'"", ""'CP'"", ""'PY'"", 'magic_number_48', 'magic_string_2']","['Dates should be parameterized or use relative date functions (e.g., CURRENT_DATE())', 'Fiscal year should be dynamic based on current date or a parameter', 'Publication names and categories should be managed in a governed lookup/dimension table (e.g., DIM_publication_hierarchy_categorized)', 'Sales channel values should be managed in a governed lookup table', ""Magic numbers/strings used in calculations (e.g., '48', '2') should be replaced with meaningful variables, parameters, or derived from metadata.""]",19,"['ncau-data-newsquery-prd.asl_finance.v_asl_FCT_finance_os_aggregated', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_publication_hierachy', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_calendar', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_period_control', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_gl_department', 'ncau-data-newsquery-prd.asl_finance.v_asl_DIM_os_rel_timeperiod_weekly']",6,3,39,5
